run_id,seed,model_id,backend,workload_name,context_tokens,output_tokens,num_agents,branch_factor,num_prompts,available,skipped,reason,ttft_sec,total_latency_sec,prefill_sec,decode_sec,transfer_sec,resume_sec,omega_sec,throughput_tokens_per_sec,kv_total_bytes,kv_peak_bytes,kv_transferred_bytes,kv_reuse_ratio,materialize_count,transfer_count,branch_instances,dense_prefill_sec,stateful_prefill_sec,tpot_sec,itl_sec,e2el_sec,request_throughput_req_per_sec,source_metrics_path,kvcomm_available,kvcomm_mode,kvcomm_repo,kvcomm_reference,kvcomm_anchor_overhead_sec,kvcomm_reuse_fraction,stateful_parallel_width,stateful_parallel_waves,hf_cuda_device_count,hf_active_cuda_devices,hf_tensor_parallel_size,hf_device,hf_device_map_requested,hf_device_map_effective,hf_prefill_ttft_sec
multi_b9e363f87e78,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,AAFLOW+,1024,64,16,8,32,True,False,,0.03586072896874585,1143.015107863997,1.903822497093279,1140.4932208638638,0.5412645030400001,0.0512,0.0256,229.34430017279485,142606336,2859256986,102327174822,0.9921875,1,4064,128,1380.1870704591274,1.903822497093279,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx1024_out64_s0/metrics.json,,,,,,,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.3369597339988104
multi_2b8d413da5a5,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,dense_prefill,1024,64,16,8,32,True,False,,0.37181482496755625,10504.337637370038,1380.1870704591274,9123.94576691091,0.0,0.0,0.0064,24.955785795327195,142606336,18253611008,0,0.0,128,0,128,1380.1870704591274,1.903822497093279,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx1024_out64_s0/metrics.json,,,,,,,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.3369597339988104
multi_202988daf539,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,aaflow_text,1024,64,16,8,32,True,False,,0.37855401964753244,10531.94137877922,1380.1870704591274,9123.94576691091,0.0,0.0,27.80854140918255,24.890377810893746,142606336,19713899888,0,0.0,4096,0,128,1380.1870704591274,1.903822497093279,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx1024_out64_s0/metrics.json,,,,,,,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.3369597339988104
multi_e9bd7f4152a6,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,vllm_local_prefix,1024,64,16,8,32,True,False,,0.10445225485600049,8952.335067486256,10.243575913563836,8941.466851572692,0.0,0.4096,0.21504,29.28219263732361,142606336,4677487776,0,0.9921875,32,0,128,1380.1870704591274,1.903822497093279,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx1024_out64_s0/metrics.json,,,,,,,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.3369597339988104
multi_3dc65921412c,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,sglang_prefix,1024,64,16,8,32,True,False,,0.0777060759698449,8769.327256573642,9.70444033916574,8758.987936234475,0.0,0.4096,0.22528000000000004,29.89328512098716,142606336,4677487776,0,0.9921875,32,0,128,1380.1870704591274,1.903822497093279,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx1024_out64_s0/metrics.json,,,,,,,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.3369597339988104
multi_4e539e3a9c01,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,kvcomm_prefix,1024,64,16,8,32,True,False,,0.14942140052834138,9600.530760449068,421.60401917931165,9123.94576691091,0.0,0.0,54.980974358846616,27.305157031520007,142606336,5575907737,0,0.6945312499999999,32,0,128,1380.1870704591274,421.60401917931165,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx1024_out64_s0/metrics.json,False,measured_profile_simulation,,https://github.com/FastMAS/KVCOMM,54.77617435884662,0.7,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.3369597339988104
multi_83fa03f35f58,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,distserve_style,1024,64,16,8,32,True,False,,0.040709344408745844,9158.728164379032,10.782711487961933,9123.94576691091,23.38528598016,0.4096,0.2048,28.622314724827685,142606336,18396217344,579552149504,0.0,32,4064,128,1380.1870704591274,1.903822497093279,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx1024_out64_s0/metrics.json,,,,,,,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.3369597339988104
multi_c978f0f000fb,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,AAFLOW+,2048,64,16,8,32,True,False,,0.03550720056315564,1104.789685890683,1.16576682215873,1102.5205232650042,1.02659580352,0.0512,0.0256,237.27955044100466,276824064,5550322407,198635104761,0.9921875,1,4064,128,845.1293634623289,1.16576682215873,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx2048_out64_s0/metrics.json,,,,,,,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.20633041100154514
multi_585ddec7a8bf,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,dense_prefill,2048,64,16,8,32,True,False,,0.24002666720470078,9665.498349582362,845.1293634623289,8820.164186120033,0.0,0.0,0.0064,27.121622757436715,276824064,35433480192,0,0.0,128,0,128,845.1293634623289,1.16576682215873,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx2048_out64_s0/metrics.json,,,,,,,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.20633041100154514
multi_218d239ae29f,0,meta-llama/Meta-Llama-3-8B-Instruct,hf_measured,aaflow_text,2048,64,16,8,32,True,False,,0.2441532754247317,9682.400936851609,845.1293634623289,8820.164186120033,0.0,0.0,17.107387269246576,27.074276484695996,276824064,38268158607,0,0.0,4096,0,128,845.1293634623289,1.16576682215873,,,,,runs/stateful/full_paper/exp1_ttft_reduction_llama3_hf/hf_measurements/meta-llama_Meta-Llama-3-8B-Instruct/ctx2048_out64_s0/metrics.json,,,,,,,8,16,2,2,2,cuda,balanced,"{""lm_head"": ""1"", ""model.embed_tokens"": ""0"", ""model.layers.0"": ""0"", ""model.layers.1"": ""0"", ""model.layers.10"": ""0"", ""model.layers.11"": ""0"", ""model.layers.12"": ""0"", ""model.layers.13"": ""0"", ""model.layers.14"": ""1"", ""model.layers.15"": ""1"", ""model.layers.16"": ""1"", ""model.layers.17"": ""1"", ""model.layers.18"": ""1"", ""model.layers.19"": ""1"", ""model.layers.2"": ""0"", ""model.layers.20"": ""1"", ""model.layers.21"": ""1"", ""model.layers.22"": ""1"", ""model.layers.23"": ""1"", ""model.layers.24"": ""1"", ""model.layers.25"": ""1"", ""model.layers.26"": ""1"", ""model.layers.27"": ""1"", ""model.layers.28"": ""1"", ""model.layers.29"": ""1"", ""model.layers.3"": ""0"", ""model.layers.30"": ""1"", ""model.layers.31"": ""1"", ""model.layers.4"": ""0"", ""model.layers.5"": ""0"", ""model.layers.6"": ""0"", ""model.layers.7"": ""0"", ""model.layers.8"": ""0"", ""model.layers.9"": ""0"", ""model.norm"": ""1"", ""model.rotary_emb"": ""1""}",0.20633041100154514
